City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,guadalupe,25.68,-100.25,89.6,59,20,13.87,MX,1594235312
278,portland,45.52,-122.68,69.01,55,75,4.7,US,1594235298
279,saint-leu,-21.15,55.28,68.0,68,12,8.05,RE,1594235313
280,san felipe,10.34,-68.74,91.8,44,0,3.4,VE,1594235313
281,knysna,-34.04,23.05,53.6,71,0,2.24,ZA,1594235155
282,osorno,-40.57,-73.15,46.4,87,100,8.05,CL,1594235206
283,aguimes,27.91,-15.45,86.0,33,0,24.16,ES,1594235313
284,kavaratti,10.57,72.64,83.26,79,100,15.21,IN,1594235313
285,high level,58.52,-117.14,60.8,67,90,4.7,CA,1594235314
286,koryukivka,51.77,32.25,57.02,91,0,5.75,UA,1594235314
287,kerema,-7.96,145.78,76.78,88,100,0.67,PG,1594235314
288,lagoa,39.05,-27.98,68.85,82,98,9.48,PT,1594235314
289,aklavik,68.22,-135.01,44.6,87,90,2.24,CA,1594235315
290,sydney,-33.87,151.21,48.99,93,40,5.82,AU,1594235296
291,magadan,59.57,150.8,49.96,95,100,11.21,RU,1594235216
292,falkenberg,56.91,12.49,59.0,67,20,11.41,SE,1594235315
293,gloversville,43.05,-74.34,82.99,88,75,3.36,US,1594235316
294,matelandia,-25.24,-54.0,55.4,93,90,11.41,BR,1594235316
295,kohlu,29.9,69.25,86.0,42,0,13.56,PK,1594235316
296,menongue,-14.66,17.69,54.59,37,0,3.49,AO,1594235316
297,woodstock,43.13,-80.75,89.6,52,75,8.05,CA,1594235076
298,sao gabriel da cachoeira,-0.13,-67.09,87.8,70,20,4.7,BR,1594235317
299,bulolo,-7.2,146.65,69.46,78,99,1.66,PG,1594235317
300,port blair,11.67,92.75,80.51,79,74,6.15,IN,1594235317
301,kearney,40.7,-99.08,91.4,46,1,18.34,US,1594235259
302,north port,27.04,-82.24,99.0,54,16,7.0,US,1594235236
303,alyangula,-13.85,136.42,62.6,93,0,11.34,AU,1594235161
304,arlit,18.74,7.39,95.07,26,97,2.71,NE,1594235151
305,sept-iles,50.2,-66.38,68.0,88,75,6.93,CA,1594235044
306,san quintin,30.48,-115.95,74.37,59,1,12.06,MX,1594235319
307,nishihara,26.18,127.76,82.4,94,75,12.75,JP,1594235319
308,hearst,49.68,-83.67,88.77,27,0,8.84,CA,1594235319
309,naze,28.37,129.48,82.4,94,100,8.05,JP,1594235319
310,ladario,-19.0,-57.6,59.0,77,75,9.17,BR,1594235319
311,yar-sale,66.83,70.83,57.2,62,0,10.45,RU,1594235320
312,dikson,73.51,80.55,42.76,87,87,15.48,RU,1594235088
313,los llanos de aridane,28.66,-17.92,75.2,78,20,13.87,ES,1594235320
314,gotsu,35.0,132.22,70.05,91,100,2.06,JP,1594235320
315,fukue,32.69,128.84,75.06,90,76,7.31,JP,1594235321
316,hasaki,35.73,140.83,75.2,94,75,6.93,JP,1594235321
317,imbituba,-28.24,-48.67,71.6,68,75,18.34,BR,1594235078
318,kavieng,-2.57,150.8,81.9,77,0,13.96,PG,1594235169
319,flinders,-34.58,150.86,46.0,87,0,1.99,AU,1594235321
320,benguela,-12.58,13.41,68.11,84,0,4.14,AO,1594235322
321,shubarkuduk,49.14,56.49,72.07,60,89,7.4,KZ,1594235322
322,hualmay,-11.1,-77.61,66.92,67,6,12.62,PE,1594235322
323,batemans bay,-35.72,150.18,37.99,100,0,4.0,AU,1594235322
324,sivas,39.79,37.0,62.6,72,75,6.93,TR,1594235253
325,lorengau,-2.02,147.27,81.27,81,100,11.36,PG,1594235322
326,lithakia,37.72,20.83,80.6,44,0,6.93,GR,1594235323
327,robinson,31.47,-97.11,93.2,52,40,8.05,US,1594235323
328,barcelos,41.54,-8.62,72.0,82,40,4.7,PT,1594235323
329,saint anthony,45.02,-93.22,90.0,52,1,14.99,US,1594235259
330,doha,25.29,51.53,95.0,84,0,4.7,QA,1594235086
331,pinega,64.7,43.39,66.02,94,100,10.6,RU,1594235324
332,gardner,42.58,-72.0,84.2,62,20,6.93,US,1594235324
333,katherine,-14.47,132.27,60.8,51,0,8.05,AU,1594235324
334,husavik,66.04,-17.34,59.0,51,64,16.11,IS,1594235324
335,broome,42.25,-75.83,90.0,58,20,5.82,US,1594235325
336,porbandar,21.64,69.61,83.23,82,36,17.09,IN,1594235325
337,champerico,14.3,-91.92,91.4,55,75,6.93,GT,1594235325
338,mayya,61.73,130.28,50.0,87,29,4.47,RU,1594235326
339,anchorage,61.22,-149.9,55.99,87,90,5.32,US,1594235179
340,tefe,-3.35,-64.71,87.8,66,40,3.36,BR,1594235326
341,sulechow,52.08,15.63,59.0,87,12,4.7,PL,1594235326
342,aripuana,-9.17,-60.63,95.81,28,0,1.45,BR,1594235104
343,bredasdorp,-34.53,20.04,50.0,87,100,3.36,ZA,1594235326
344,keti bandar,24.14,67.45,85.89,82,100,17.18,PK,1594235327
345,penzance,50.12,-5.54,63.0,93,100,12.75,GB,1594235327
346,ixtapa,20.7,-105.2,89.01,62,75,8.05,MX,1594235296
347,luena,-11.78,19.92,57.04,37,0,2.26,AO,1594235327
348,maceio,-9.67,-35.74,82.4,74,40,9.17,BR,1594235327
349,mineral wells,32.81,-98.11,95.0,53,20,6.93,US,1594235328
350,makakilo city,21.35,-158.09,82.0,65,1,4.7,US,1594235328
351,isla vista,34.41,-119.86,80.01,64,1,6.93,US,1594235083
352,sibolga,1.74,98.78,75.79,84,100,4.38,ID,1594235328
353,nuuk,64.18,-51.72,53.6,58,90,20.8,GL,1594235275
354,pringsewu,-5.36,104.97,73.53,94,100,2.33,ID,1594235328
355,rapid valley,44.06,-103.15,80.01,34,1,11.41,US,1594235329
356,sabzevar,36.21,57.68,79.93,16,0,10.87,IR,1594235226
357,rantepao,-2.97,119.9,65.43,89,88,1.48,ID,1594235329
358,basoko,1.24,23.62,76.33,79,100,0.96,CD,1594235329
359,iranshahr,27.2,60.68,98.6,25,94,13.87,IR,1594235330
360,yichun,47.7,128.9,52.84,97,0,1.9,CN,1594235330
361,komsomolskiy,40.43,71.72,84.2,25,90,4.7,UZ,1594235330
362,korce,40.62,20.78,71.6,53,28,3.33,AL,1594235330
363,tessalit,20.2,1.01,97.05,9,0,6.49,ML,1594235330
364,tateyama,34.98,139.87,75.99,100,100,5.01,JP,1594235330
365,tabuk,17.42,121.44,75.42,85,99,2.42,PH,1594235331
366,pacific grove,36.62,-121.92,73.0,68,1,10.29,US,1594235161
367,pangai,-19.8,-174.35,71.6,94,75,10.29,TO,1594235331
368,tual,-5.67,132.75,78.98,82,100,21.99,ID,1594235108
369,sechura,-5.56,-80.82,75.07,53,3,12.86,PE,1594235332
370,calvinia,-31.47,19.78,56.95,33,8,7.43,ZA,1594235332
371,antofagasta,-23.65,-70.4,60.8,72,0,13.87,CL,1594235332
372,alice springs,-23.7,133.88,41.0,52,98,5.79,AU,1594235079
373,tataranu,45.52,27.32,71.6,64,40,6.93,RO,1594235332
374,ladnun,27.65,74.38,91.24,55,65,17.09,IN,1594235332
375,truro,50.27,-5.05,63.0,93,100,16.11,GB,1594235333
376,krasnoselkup,65.7,82.47,55.42,76,0,16.62,RU,1594235333
377,panguipulli,-39.63,-72.33,48.2,93,90,3.36,CL,1594235333
378,kapiri mposhi,-13.97,28.68,59.13,52,0,6.17,ZM,1594235333
379,alta floresta,-9.88,-56.09,95.0,30,40,2.24,BR,1594235334
380,el porvenir,13.76,-87.35,84.2,54,40,5.82,HN,1594235334
381,maniitsoq,65.42,-52.9,41.07,91,100,14.56,GL,1594235136
382,palana,59.12,159.97,51.12,97,99,3.78,RU,1594235334
383,visnes,59.36,5.22,55.99,62,20,14.99,NO,1594235334
384,kamenka,51.32,42.77,89.01,27,85,4.0,RU,1594235335
385,mackay,-21.15,149.2,66.2,93,90,14.99,AU,1594235335
386,karaman,37.08,33.25,67.32,37,0,1.61,TR,1594235335
387,abha,18.22,42.51,71.6,56,100,2.08,SA,1594235335
388,boueni,-12.9,45.08,75.2,88,0,2.24,YT,1594235336
389,harper,4.38,-7.72,76.57,84,96,11.61,LR,1594235336
390,cam ranh,11.92,109.16,82.4,78,20,2.24,VN,1594235336
391,sobolevo,54.43,31.9,53.82,91,0,3.6,RU,1594235336
392,mamallapuram,12.63,80.17,82.4,74,40,8.05,IN,1594235336
393,dunedin,-45.87,170.5,42.01,90,100,3.0,NZ,1594235337
394,labuan,5.28,115.24,78.8,100,20,6.49,MY,1594235331
395,dakar,14.69,-17.44,84.2,74,20,13.87,SN,1594235337
396,pechenga,69.53,31.17,53.6,87,100,8.05,RU,1594235338
397,gewane,10.17,40.65,94.77,24,100,10.6,ET,1594235338
398,indi,17.17,75.97,77.68,80,100,16.64,IN,1594235338
399,loharu,28.45,75.82,92.26,47,0,5.61,IN,1594235338
400,vaitape,-16.52,-151.75,77.31,79,54,30.02,PF,1594235338
401,neustadt,49.71,12.09,57.2,100,90,4.7,DE,1594235338
402,kieta,-6.22,155.63,78.49,77,23,3.33,PG,1594235339
403,labuhan,-6.88,112.21,75.92,86,100,8.88,ID,1594235147
404,san patricio,19.22,-104.7,87.8,79,75,13.87,MX,1594235339
405,biltine,14.53,20.92,95.99,24,0,7.09,TD,1594235339
406,polunochnoye,60.87,60.42,71.2,75,0,3.91,RU,1594235340
407,zyuzelskiy,56.49,60.13,68.0,77,0,4.47,RU,1594235340
408,scarborough,54.28,-0.4,55.0,88,100,3.0,GB,1594235340
409,caravelas,-17.71,-39.25,76.41,61,0,5.7,BR,1594235340
410,talcahuano,-36.72,-73.12,53.6,76,75,12.75,CL,1594235341
411,peniche,39.36,-9.38,68.0,83,48,8.99,PT,1594235341
412,kysyl-syr,63.9,122.76,53.33,63,0,3.69,RU,1594235341
413,hamilton,39.18,-84.53,93.99,52,40,1.23,US,1594235342
414,potchefstroom,-26.72,27.1,51.98,62,0,10.04,ZA,1594235342
415,sourpi,39.1,22.9,75.2,64,40,12.75,GR,1594235342
416,tanta,30.79,31.0,72.1,87,0,5.75,EG,1594235342
417,concordia,-31.39,-58.02,55.4,62,75,9.17,AR,1594235211
418,vanino,49.09,140.25,54.03,98,100,4.05,RU,1594235343
419,tilichiki,60.47,166.1,48.54,100,100,4.97,RU,1594235343
420,beloha,-25.17,45.05,65.34,76,1,15.3,MG,1594235343
421,roald,62.58,6.13,52.0,81,75,10.29,NO,1594235343
422,sokoni,-6.43,39.55,75.2,94,75,11.41,TZ,1594235344
423,sidney,-33.87,151.21,48.99,93,40,5.82,AU,1594235296
424,yarega,63.44,53.58,75.11,72,0,6.02,RU,1594235344
425,imeni zhelyabova,58.95,36.6,55.94,84,100,8.48,RU,1594235344
426,constantine,36.37,6.61,82.4,32,0,6.93,DZ,1594235344
427,sao joao da barra,-21.64,-41.05,80.6,54,1,18.34,BR,1594235345
428,hovd,48.01,91.64,59.61,63,100,5.93,MN,1594235113
429,kismayo,-0.36,42.55,78.44,84,76,15.41,SO,1594235345
430,faxinal,-24.0,-51.32,59.88,90,78,3.87,BR,1594235277
431,treinta y tres,-33.23,-54.38,45.93,92,100,15.08,UY,1594235345
432,inirida,3.87,-67.92,88.48,60,87,2.24,CO,1594235346
433,meiganga,6.52,14.3,67.14,90,100,1.66,CM,1594235346
434,pundaguitan,6.37,126.17,83.25,70,100,4.03,PH,1594235346
435,curuca,-0.73,-47.85,81.82,77,16,5.03,BR,1594235346
436,ascension,30.22,-90.9,91.99,55,100,10.29,US,1594235346
437,ukiah,39.15,-123.21,82.99,39,1,4.7,US,1594235346
438,tigil,57.8,158.67,56.3,92,100,2.98,RU,1594235347
439,lasa,46.62,10.7,66.2,63,40,2.24,IT,1594235347
440,kimbe,-5.55,150.14,73.72,89,94,4.61,PG,1594235347
441,werda,-25.27,23.28,57.69,57,0,18.34,BW,1594235347
442,cranbrook,49.5,-115.77,64.4,52,75,4.36,CA,1594235312
443,havre-saint-pierre,50.23,-63.6,59.0,93,90,6.93,CA,1594235348
444,chingola,-12.53,27.88,58.91,42,0,0.98,ZM,1594235348
445,hambantota,6.12,81.12,78.8,100,75,13.15,LK,1594235348
446,mahendranagar,28.92,80.33,82.49,72,8,3.85,NP,1594235348
447,rockland,41.17,-74.05,86.0,92,100,1.01,US,1594235349
448,chumikan,54.72,135.31,47.07,93,97,4.56,RU,1594235349
449,xining,36.62,101.77,59.25,75,100,2.86,CN,1594235349
450,kingsland,30.8,-81.69,88.0,75,100,3.0,US,1594235349
451,aktau,43.65,51.2,86.88,30,0,6.82,KZ,1594235349
452,melfort,52.87,-104.62,69.8,73,90,12.75,CA,1594235305
453,altamira,-3.2,-52.21,91.4,59,40,5.82,BR,1594235350
454,nuristan,35.3,70.83,44.47,82,58,1.81,AF,1594235350
455,burnie,-41.07,145.92,45.0,91,54,1.01,AU,1594235350
456,sabang,5.89,95.32,83.41,66,39,11.39,ID,1594235350
457,buinsk,54.95,48.28,80.6,57,0,6.71,RU,1594235351
458,saint-michel-des-saints,46.68,-73.92,78.01,7,0,1.01,CA,1594235351
459,orlea,43.75,24.38,73.4,49,5,2.24,RO,1594235351
460,matamoros,25.53,-103.25,91.4,33,40,3.36,MX,1594235351
461,paraiso,9.84,-83.87,77.0,61,75,16.11,CR,1594235352
462,apostolove,47.66,33.71,62.6,67,0,6.71,UA,1594235352
463,kathmandu,27.72,85.32,75.2,83,75,6.93,NP,1594235203
464,inongo,-1.95,18.27,75.38,56,0,0.63,CD,1594235352
465,touros,-5.2,-35.46,82.4,69,40,11.41,BR,1594235353
466,cairns,-16.92,145.77,69.8,83,26,11.41,AU,1594235313
467,pangkalanbuun,-2.68,111.62,74.64,97,99,3.09,ID,1594235353
468,port moresby,-9.44,147.18,73.4,100,20,11.41,PG,1594235115
469,hongjiang,27.11,110.0,76.14,91,100,1.16,CN,1594235353
470,samarai,-10.62,150.67,78.24,87,85,18.92,PG,1594235354
471,surazh,53.02,32.39,54.82,92,0,3.83,RU,1594235354
472,tiznit,29.58,-9.5,88.34,22,0,7.38,MA,1594235354
473,saint-pierre,-21.34,55.48,68.0,68,3,8.05,RE,1594235354
474,pervomayskiy,53.25,40.29,71.94,85,100,6.78,RU,1594235354
475,acajutla,13.59,-89.83,87.8,58,20,5.59,SV,1594235063
476,bindi,9.92,-11.45,76.69,91,52,5.41,SL,1594235355
477,trincomalee,8.57,81.23,81.48,82,100,7.27,LK,1594235355
478,otukpo,7.19,8.13,75.25,94,100,2.86,NG,1594235355
479,mersing,2.43,103.84,77.0,94,70,4.7,MY,1594235100
480,pasni,25.26,63.47,87.39,68,100,6.44,PK,1594235356
481,comodoro rivadavia,-45.87,-67.5,46.4,53,45,18.34,AR,1594235356
482,balad,34.02,44.15,99.88,11,0,16.04,IQ,1594235225
483,nouadhibou,20.93,-17.03,71.6,88,75,27.51,MR,1594235356
484,emirdag,39.02,31.15,66.94,76,45,9.8,TR,1594235356
485,shingu,33.73,135.98,71.91,94,100,11.48,JP,1594235357
486,dhuburi,26.03,89.97,82.8,83,100,6.38,IN,1594235357
487,siavonga,-16.54,28.71,70.39,52,0,4.36,ZM,1594235357
488,muncar,-8.43,114.33,75.54,88,54,4.97,ID,1594235357
489,pando,-34.72,-55.95,50.0,87,90,6.93,UY,1594235358
490,santa cruz,-17.8,-63.17,57.2,71,90,12.75,BO,1594235358
491,tezu,27.92,96.17,76.28,85,100,3.13,IN,1594235358
492,esperance,-33.87,121.9,50.0,100,75,10.29,AU,1594235358
493,sarai,53.75,41.02,75.34,75,100,3.71,RU,1594235358
494,eureka,40.8,-124.16,66.0,77,90,3.36,US,1594235271
495,santa luzia,-19.77,-43.85,78.8,38,40,4.7,BR,1594235359
496,joensuu,62.6,29.76,61.0,67,1,3.36,FI,1594235359
497,tiarei,-17.53,-149.33,80.6,61,20,2.24,PF,1594235359
498,lucea,18.45,-78.17,87.8,74,20,17.22,JM,1594235359
499,chimbote,-9.09,-78.58,66.33,70,71,12.17,PE,1594235359
500,liberal,37.04,-100.92,96.8,32,1,23.04,US,1594235360
501,mahina,-17.51,-149.49,80.6,61,20,2.24,PF,1594235360
502,laguna,38.42,-121.42,90.0,34,0,2.71,US,1594235360
503,old town,44.93,-68.65,72.0,78,90,9.17,US,1594235360
504,brae,60.4,-1.35,51.8,81,30,8.05,GB,1594235361
505,pathein,16.78,94.73,78.39,92,100,4.07,MM,1594235361
506,the valley,18.22,-63.06,87.8,62,20,19.46,AI,1594235305
507,khiri mat,16.83,99.8,84.99,69,100,3.91,TH,1594235361
508,kommunisticheskiy,61.68,64.48,74.98,61,28,3.65,RU,1594235361
509,wanlaweyn,2.62,44.89,78.21,77,72,17.69,SO,1594235278
510,tourlaville,49.64,-1.57,62.01,93,90,17.22,FR,1594235362
511,tabou,4.42,-7.35,76.5,84,76,11.54,CI,1594235362
512,chara,56.91,118.26,62.04,72,100,2.98,RU,1594235362
513,quelimane,-17.88,36.89,67.73,87,45,3.96,MZ,1594235350
514,rocha,-34.48,-54.33,47.62,93,100,13.89,UY,1594235363
515,aykhal,66.0,111.5,53.6,62,90,11.18,RU,1594235363
516,padang,-0.95,100.35,75.69,83,100,3.44,ID,1594235363
517,chumphon,10.33,98.83,72.91,98,90,2.13,TH,1594235364
518,vostok,46.49,135.88,54.59,100,100,3.09,RU,1594235364
519,bundibugyo,0.74,30.04,68.49,78,98,2.08,UG,1594235364
520,mbekenyera,-10.0,38.98,71.24,84,100,4.81,TZ,1594235364
521,tashtyp,52.79,89.9,55.83,88,31,2.42,RU,1594235364
522,sagua la grande,22.81,-80.08,91.4,59,40,12.75,CU,1594235364
523,san martin,-33.08,-68.47,53.6,40,33,13.87,AR,1594235365
524,ekhabi,53.51,142.97,49.87,95,100,6.89,RU,1594235365
525,seoul,37.57,126.98,73.4,83,20,1.23,KR,1594235286
526,kuruman,-27.45,23.43,59.0,52,0,15.97,ZA,1594235365
527,jacareacanga,-6.22,-57.75,89.6,59,20,5.82,BR,1594235366
528,gondar,12.6,37.47,59.56,93,100,6.4,ET,1594235366
529,chimore,-16.98,-65.13,64.58,62,95,4.14,BO,1594235366
530,fez,34.04,-5.0,89.6,29,0,12.75,MA,1594235289
531,sakakah,29.97,40.21,91.4,10,0,9.17,SA,1594235366
532,noumea,-22.28,166.46,68.0,82,100,10.78,NC,1594235273
533,belaya kholunitsa,58.84,50.85,73.49,95,0,6.67,RU,1594235367
534,bud,39.45,-86.18,91.0,71,90,3.78,US,1594235367
535,pangnirtung,66.15,-65.71,42.8,93,75,16.11,CA,1594235367
536,aketi,2.74,23.78,75.81,78,93,1.66,CD,1594235367
537,lishu,43.3,124.33,63.36,58,0,4.85,CN,1594235367
538,alofi,-19.06,-169.92,66.2,100,58,4.7,NU,1594235132
539,black diamond,47.31,-122.0,68.0,75,100,1.01,US,1594235368
540,buchanan,5.88,-10.05,76.93,88,68,9.64,LR,1594235368
541,carutapera,-1.2,-46.02,82.36,75,2,7.65,BR,1594235368
542,norwalk,33.9,-118.08,82.99,54,1,3.36,US,1594235091
543,anori,-3.77,-61.64,87.51,62,63,3.09,BR,1594235368
544,bara,10.37,10.73,82.81,61,0,8.84,NG,1594235369
545,cockburn town,21.46,-71.14,84.42,80,1,16.35,TC,1594235369
546,gore,-46.1,168.94,39.0,83,95,3.0,NZ,1594235369
547,wamba,8.93,8.6,75.52,82,7,1.32,NG,1594235369
548,hofn,64.25,-15.21,53.6,81,75,6.93,IS,1594235369
549,cortez,37.35,-108.59,89.6,13,1,17.22,US,1594235370
550,abbeville,50.1,1.83,66.0,80,90,13.2,FR,1594235370
551,malakal,9.53,31.66,76.21,80,100,3.53,SS,1594235270
552,bereda,43.27,-7.54,64.99,74,12,10.0,ES,1594235370
553,bundaberg,-24.85,152.35,57.2,87,9,8.05,AU,1594235370
554,winnemucca,40.97,-117.74,78.8,16,1,4.7,US,1594235360
555,awjilah,29.11,21.29,82.56,50,0,19.6,LY,1594235371
556,key west,24.56,-81.78,91.4,59,20,10.29,US,1594235111
